date,geography,geography code,Value,Age,Occupation,Highest Level of Qualification
2011,South East,E12000008,19887,Age 50 to 64,"1. Managers, directors and senior officials",Level 1 qualifications
2011,South West,E12000009,12311,Age 50 to 64,"1. Managers, directors and senior officials",Level 1 qualifications
2011,Wales,W92000004,5078,Age 50 to 64,"1. Managers, directors and senior officials",Level 1 qualifications
2011,North East,E12000001,3802,Age 50 to 64,"1. Managers, directors and senior officials",Level 2 qualifications
2011,North West,E12000002,12305,Age 50 to 64,"1. Managers, directors and senior officials",Level 2 qualifications
2011,Yorkshire and The Humber,E12000003,9199,Age 50 to 64,"1. Managers, directors and senior officials",Level 2 qualifications
2011,East Midlands,E12000004,8772,Age 50 to 64,"1. Managers, directors and senior officials",Level 2 qualifications
2011,West Midlands,E12000005,9622,Age 50 to 64,"1. Managers, directors and senior officials",Level 2 qualifications
2011,East,E12000006,13536,Age 50 to 64,"1. Managers, directors and senior officials",Level 2 qualifications
2011,London,E12000007,10515,Age 50 to 64,"1. Managers, directors and senior officials",Level 2 qualifications
2011,South East,E12000008,20793,Age 50 to 64,"1. Managers, directors and senior officials",Level 2 qualifications
2011,South West,E12000009,13118,Age 50 to 64,"1. Managers, directors and senior officials",Level 2 qualifications
2011,Wales,W92000004,5623,Age 50 to 64,"1. Managers, directors and senior officials",Level 2 qualifications
2011,North East,E12000001,3414,Age 50 to 64,"1. Managers, directors and senior officials",Level 3 qualifications
2011,North West,E12000002,10830,Age 50 to 64,"1. Managers, directors and senior officials",Level 3 qualifications
2011,Yorkshire and The Humber,E12000003,8268,Age 50 to 64,"1. Managers, directors and senior officials",Level 3 qualifications
2011,East Midlands,E12000004,8039,Age 50 to 64,"1. Managers, directors and senior officials",Level 3 qualifications
2011,West Midlands,E12000005,8907,Age 50 to 64,"1. Managers, directors and senior officials",Level 3 qualifications
2011,East,E12000006,11379,Age 50 to 64,"1. Managers, directors and senior officials",Level 3 qualifications
2011,London,E12000007,9967,Age 50 to 64,"1. Managers, directors and senior officials",Level 3 qualifications
2011,South East,E12000008,19113,Age 50 to 64,"1. Managers, directors and senior officials",Level 3 qualifications
2011,South West,E12000009,11266,Age 50 to 64,"1. Managers, directors and senior officials",Level 3 qualifications
2011,Wales,W92000004,4294,Age 50 to 64,"1. Managers, directors and senior officials",Level 3 qualifications
2011,North East,E12000001,11700,Age 50 to 64,"1. Managers, directors and senior officials",Level 4 qualifications and above
2011,North West,E12000002,35270,Age 50 to 64,"1. Managers, directors and senior officials",Level 4 qualifications and above
2011,Yorkshire and The Humber,E12000003,26900,Age 50 to 64,"1. Managers, directors and senior officials",Level 4 qualifications and above
2011,East Midlands,E12000004,25790,Age 50 to 64,"1. Managers, directors and senior officials",Level 4 qualifications and above
2011,West Midlands,E12000005,28912,Age 50 to 64,"1. Managers, directors and senior officials",Level 4 qualifications and above
2011,East,E12000006,37262,Age 50 to 64,"1. Managers, directors and senior officials",Level 4 qualifications and above
2011,London,E12000007,46784,Age 50 to 64,"1. Managers, directors and senior officials",Level 4 qualifications and above
2011,South East,E12000008,69461,Age 50 to 64,"1. Managers, directors and senior officials",Level 4 qualifications and above
2011,South West,E12000009,36588,Age 50 to 64,"1. Managers, directors and senior officials",Level 4 qualifications and above
2011,Wales,W92000004,15489,Age 50 to 64,"1. Managers, directors and senior officials",Level 4 qualifications and above
2011,North East,E12000001,3438,Age 50 to 64,"1. Managers, directors and senior officials",Apprenticeships and other qualifications
2011,North West,E12000002,9783,Age 50 to 64,"1. Managers, directors and senior officials",Apprenticeships and other qualifications
2011,Yorkshire and The Humber,E12000003,8211,Age 50 to 64,"1. Managers, directors and senior officials",Apprenticeships and other qualifications
2011,East Midlands,E12000004,7846,Age 50 to 64,"1. Managers, directors and senior officials",Apprenticeships and other qualifications
2011,West Midlands,E12000005,8395,Age 50 to 64,"1. Managers, directors and senior officials",Apprenticeships and other qualifications
2011,East,E12000006,10200,Age 50 to 64,"1. Managers, directors and senior officials",Apprenticeships and other qualifications
2011,London,E12000007,10922,Age 50 to 64,"1. Managers, directors and senior officials",Apprenticeships and other qualifications
2011,South East,E12000008,15091,Age 50 to 64,"1. Managers, directors and senior officials",Apprenticeships and other qualifications
2011,South West,E12000009,8989,Age 50 to 64,"1. Managers, directors and senior officials",Apprenticeships and other qualifications
2011,Wales,W92000004,4259,Age 50 to 64,"1. Managers, directors and senior officials",Apprenticeships and other qualifications
2011,North East,E12000001,522,Age 50 to 64,2. Professional occupations,No qualifications
2011,North West,E12000002,1789,Age 50 to 64,2. Professional occupations,No qualifications
2011,Yorkshire and The Humber,E12000003,1179,Age 50 to 64,2. Professional occupations,No qualifications
2011,East Midlands,E12000004,1130,Age 50 to 64,2. Professional occupations,No qualifications
2011,West Midlands,E12000005,1388,Age 50 to 64,2. Professional occupations,No qualifications
2011,East,E12000006,1765,Age 50 to 64,2. Professional occupations,No qualifications
2011,London,E12000007,2130,Age 50 to 64,2. Professional occupations,No qualifications
2011,South East,E12000008,2443,Age 50 to 64,2. Professional occupations,No qualifications
2011,South West,E12000009,1198,Age 50 to 64,2. Professional occupations,No qualifications
2011,Wales,W92000004,721,Age 50 to 64,2. Professional occupations,No qualifications
2011,North East,E12000001,1051,Age 50 to 64,2. Professional occupations,Level 1 qualifications
2011,North West,E12000002,3518,Age 50 to 64,2. Professional occupations,Level 1 qualifications
2011,Yorkshire and The Humber,E12000003,2510,Age 50 to 64,2. Professional occupations,Level 1 qualifications
2011,East Midlands,E12000004,2414,Age 50 to 64,2. Professional occupations,Level 1 qualifications
2011,West Midlands,E12000005,2745,Age 50 to 64,2. Professional occupations,Level 1 qualifications
2011,East,E12000006,4233,Age 50 to 64,2. Professional occupations,Level 1 qualifications
2011,London,E12000007,4346,Age 50 to 64,2. Professional occupations,Level 1 qualifications
2011,South East,E12000008,6621,Age 50 to 64,2. Professional occupations,Level 1 qualifications
2011,South West,E12000009,3242,Age 50 to 64,2. Professional occupations,Level 1 qualifications
2011,Wales,W92000004,1317,Age 50 to 64,2. Professional occupations,Level 1 qualifications
2011,North East,E12000001,1607,Age 50 to 64,2. Professional occupations,Level 2 qualifications
2011,North West,E12000002,5139,Age 50 to 64,2. Professional occupations,Level 2 qualifications
2011,Yorkshire and The Humber,E12000003,3649,Age 50 to 64,2. Professional occupations,Level 2 qualifications
2011,East Midlands,E12000004,3500,Age 50 to 64,2. Professional occupations,Level 2 qualifications
2011,West Midlands,E12000005,4238,Age 50 to 64,2. Professional occupations,Level 2 qualifications
2011,East,E12000006,5994,Age 50 to 64,2. Professional occupations,Level 2 qualifications
2011,London,E12000007,5909,Age 50 to 64,2. Professional occupations,Level 2 qualifications
2011,South East,E12000008,9700,Age 50 to 64,2. Professional occupations,Level 2 qualifications
2011,South West,E12000009,4992,Age 50 to 64,2. Professional occupations,Level 2 qualifications
2011,Wales,W92000004,2102,Age 50 to 64,2. Professional occupations,Level 2 qualifications
2011,North East,E12000001,2398,Age 50 to 64,2. Professional occupations,Level 3 qualifications
2011,North West,E12000002,7356,Age 50 to 64,2. Professional occupations,Level 3 qualifications
2011,Yorkshire and The Humber,E12000003,4835,Age 50 to 64,2. Professional occupations,Level 3 qualifications
2011,East Midlands,E12000004,4801,Age 50 to 64,2. Professional occupations,Level 3 qualifications
2011,West Midlands,E12000005,5972,Age 50 to 64,2. Professional occupations,Level 3 qualifications
2011,East,E12000006,7800,Age 50 to 64,2. Professional occupations,Level 3 qualifications
2011,London,E12000007,7679,Age 50 to 64,2. Professional occupations,Level 3 qualifications
2011,South East,E12000008,13207,Age 50 to 64,2. Professional occupations,Level 3 qualifications
2011,South West,E12000009,6993,Age 50 to 64,2. Professional occupations,Level 3 qualifications
2011,Wales,W92000004,2710,Age 50 to 64,2. Professional occupations,Level 3 qualifications
2011,North East,E12000001,39148,Age 50 to 64,2. Professional occupations,Level 4 qualifications and above
2011,North West,E12000002,113052,Age 50 to 64,2. Professional occupations,Level 4 qualifications and above
2011,Yorkshire and The Humber,E12000003,81809,Age 50 to 64,2. Professional occupations,Level 4 qualifications and above
2011,East Midlands,E12000004,73048,Age 50 to 64,2. Professional occupations,Level 4 qualifications and above
2011,West Midlands,E12000005,85618,Age 50 to 64,2. Professional occupations,Level 4 qualifications and above
2011,East,E12000006,105980,Age 50 to 64,2. Professional occupations,Level 4 qualifications and above
2011,London,E12000007,136721,Age 50 to 64,2. Professional occupations,Level 4 qualifications and above
2011,South East,E12000008,180663,Age 50 to 64,2. Professional occupations,Level 4 qualifications and above
2011,South West,E12000009,102231,Age 50 to 64,2. Professional occupations,Level 4 qualifications and above
2011,Wales,W92000004,51391,Age 50 to 64,2. Professional occupations,Level 4 qualifications and above
2011,North East,E12000001,1252,Age 50 to 64,2. Professional occupations,Apprenticeships and other qualifications
2011,North West,E12000002,3466,Age 50 to 64,2. Professional occupations,Apprenticeships and other qualifications
2011,Yorkshire and The Humber,E12000003,2562,Age 50 to 64,2. Professional occupations,Apprenticeships and other qualifications
2011,East Midlands,E12000004,2616,Age 50 to 64,2. Professional occupations,Apprenticeships and other qualifications
2011,West Midlands,E12000005,3092,Age 50 to 64,2. Professional occupations,Apprenticeships and other qualifications
2011,East,E12000006,3938,Age 50 to 64,2. Professional occupations,Apprenticeships and other qualifications
2011,London,E12000007,4877,Age 50 to 64,2. Professional occupations,Apprenticeships and other qualifications
2011,South East,E12000008,6101,Age 50 to 64,2. Professional occupations,Apprenticeships and other qualifications
2011,South West,E12000009,3123,Age 50 to 64,2. Professional occupations,Apprenticeships and other qualifications
2011,Wales,W92000004,1340,Age 50 to 64,2. Professional occupations,Apprenticeships and other qualifications
2011,North East,E12000001,1722,Age 50 to 64,3. Associate professional and technical occupations,No qualifications
2011,North West,E12000002,5198,Age 50 to 64,3. Associate professional and technical occupations,No qualifications
2011,Yorkshire and The Humber,E12000003,3813,Age 50 to 64,3. Associate professional and technical occupations,No qualifications
2011,East Midlands,E12000004,3704,Age 50 to 64,3. Associate professional and technical occupations,No qualifications
2011,West Midlands,E12000005,4103,Age 50 to 64,3. Associate professional and technical occupations,No qualifications
2011,East,E12000006,5442,Age 50 to 64,3. Associate professional and technical occupations,No qualifications
2011,London,E12000007,5042,Age 50 to 64,3. Associate professional and technical occupations,No qualifications
2011,South East,E12000008,7072,Age 50 to 64,3. Associate professional and technical occupations,No qualifications
2011,South West,E12000009,3508,Age 50 to 64,3. Associate professional and technical occupations,No qualifications
2011,Wales,W92000004,1914,Age 50 to 64,3. Associate professional and technical occupations,No qualifications
2011,North East,E12000001,3304,Age 50 to 64,3. Associate professional and technical occupations,Level 1 qualifications
2011,North West,E12000002,9860,Age 50 to 64,3. Associate professional and technical occupations,Level 1 qualifications
2011,Yorkshire and The Humber,E12000003,6997,Age 50 to 64,3. Associate professional and technical occupations,Level 1 qualifications
2011,East Midlands,E12000004,6763,Age 50 to 64,3. Associate professional and technical occupations,Level 1 qualifications
